Line#,Date,"Gust Speed (S-WCA 9858867:9845198-2), m/s, Meyerson Roof","Battery (U30 BATTERY 9858867:9858867-B), V, Meyerson Roof","Dew Point (S-THB 9858867:9835118-3), *C, Meyerson Roof","RH (S-THB 9858867:9835118-2), %, Meyerson Roof","Temperature (S-THB 9858867:9835118-1), *C, Meyerson Roof","Solar Radiation (S-LIB 9858867:9841958-1), W/m^2, Meyerson Roof","Wind Direction (S-WCA 9858867:9845198-3), *, Meyerson Roof","Wind Speed (S-WCA 9858867:9845198-1), m/s, Meyerson Roof"
976,11/4/2016 2:50,2.6,4.29,8.82,69.5,14.31,1,0,0.4
977,11/4/2016 2:55,2.6,4.32,8.81,70.4,14.1,1,0,0.4
978,11/4/2016 3:00,1.3,4.29,8.76,70.6,14,1,0,0.2
979,11/4/2016 3:05,0,4.29,8.68,71.1,13.81,1,0,0
980,11/4/2016 3:10,1.5,4.27,8.7,71.3,13.79,1,0,0
981,11/4/2016 3:15,1.7,4.27,8.72,71.3,13.81,1,0,0
982,11/4/2016 3:20,0,4.27,8.69,71.4,13.76,1,0,0
983,11/4/2016 3:25,0,4.27,8.71,71.6,13.74,1,0,0
984,11/4/2016 3:30,0,4.29,8.75,73.5,13.38,1,0,0
985,11/4/2016 3:35,0.7,4.26,8.92,72.4,13.79,1,0,0
986,11/4/2016 3:40,0.2,4.27,8.87,73.6,13.47,1,0,0
987,11/4/2016 3:45,0,4.27,8.8,72.5,13.64,1,0,0
988,11/4/2016 3:50,0.4,4.27,8.8,73.5,13.43,1,0,0
989,11/4/2016 3:55,0.4,4.27,8.73,74.1,13.23,1,0,0
990,11/4/2016 4:00,0,4.27,8.65,73.8,13.21,1,0,0
991,11/4/2016 4:05,0,4.27,8.53,74.6,12.92,1,0,0
992,11/4/2016 4:10,1.9,4.27,8.6,73.3,13.26,1,0,0.2
993,11/4/2016 4:15,0,4.27,8.56,74.5,12.97,1,0,0
994,11/4/2016 4:20,0,4.27,8.54,75.7,12.7,1,0,0
995,11/4/2016 4:25,0.2,4.27,8.58,75.8,12.73,1,0,0
996,11/4/2016 4:30,0,4.29,8.5,76.7,12.46,1,0,0
997,11/4/2016 4:35,0,4.25,8.55,75.4,12.77,1,0,0
998,11/4/2016 4:40,1.1,4.25,8.54,75.5,12.75,1,0,0
999,11/4/2016 4:45,0.7,4.26,8.56,75.7,12.73,1,0,0
1000,11/4/2016 4:50,1.3,4.27,8.55,76,12.65,1,0,0
1001,11/4/2016 4:55,2.4,4.27,8.57,76.6,12.56,1,0,0.2
1002,11/4/2016 5:00,0,4.27,8.54,77.9,12.27,1,0,0
1003,11/4/2016 5:05,1.9,4.27,8.59,76.6,12.58,1,0,0.2
1004,11/4/2016 5:10,0,4.27,8.61,76.8,12.56,1,0,0
1005,11/4/2016 5:15,1.1,4.27,8.62,77.2,12.49,1,0,0
1006,11/4/2016 5:20,0,4.27,8.65,78.1,12.34,1,0,0
1007,11/4/2016 5:25,0,4.27,8.69,77.7,12.46,1,0,0
1008,11/4/2016 5:30,2,4.25,8.58,78,12.29,1,0,0
1009,11/4/2016 5:35,0.4,4.25,8.57,77.6,12.36,1,0,0
1010,11/4/2016 5:40,1.5,4.25,8.62,77.6,12.41,1,0,0
1011,11/4/2016 5:45,0.6,4.25,8.55,76.5,12.56,1,0,0
1012,11/4/2016 5:50,2,4.25,8.51,76.3,12.56,1,0,0.2
1013,11/4/2016 5:55,2.8,4.25,8.42,75.2,12.68,1,0,0.2
1014,11/4/2016 6:00,1.9,4.25,8.35,74.4,12.77,1,0,0.2
1015,11/4/2016 6:05,1.1,4.26,8.38,75.5,12.58,1,0,0
1016,11/4/2016 6:10,1.1,4.26,8.27,75.4,12.49,1,0,0
1017,11/4/2016 6:15,0.6,4.26,8.26,74.4,12.68,1,0,0
1018,11/4/2016 6:20,0,4.26,8.24,74.8,12.58,1,0,0
1019,11/4/2016 6:25,0,4.26,8.13,73.9,12.65,1,0,0
1020,11/4/2016 6:30,0.6,4.25,8.12,74.3,12.56,1,0,0
1021,11/4/2016 6:35,0.4,4.25,7.91,73.5,12.51,1,0,0
1022,11/4/2016 6:40,0,4.25,8.02,73.7,12.58,1,0,0
1023,11/4/2016 6:45,3.2,4.25,7.99,72.6,12.77,1,0,0.4
1024,11/4/2016 6:50,3.9,4.25,7.9,71.8,12.85,1,0,0.6
1025,11/4/2016 6:55,2,4.25,7.8,71.8,12.75,1,0,0
1026,11/4/2016 7:00,1.9,4.25,7.81,71.4,12.85,1,0,0.2
1027,11/4/2016 7:05,0.4,4.25,7.79,72.9,12.51,1,0,0
1028,11/4/2016 7:10,0,4.25,7.88,72.3,12.73,1,0,0
1029,11/4/2016 7:15,2,4.25,7.84,72.2,12.7,1,0,0.2
1030,11/4/2016 7:20,0,4.25,7.79,72.3,12.63,1,0,0
1031,11/4/2016 7:25,1.3,4.25,7.73,71.9,12.65,1,0,0
1032,11/4/2016 7:30,2,4.25,7.74,72.5,12.53,1,0,0
1033,11/4/2016 7:35,0.9,4.25,7.77,72.8,12.51,1,0,0
1034,11/4/2016 7:40,1.3,4.25,7.66,72.1,12.53,1,0,0
1035,11/4/2016 7:45,2.2,4.25,7.66,72.1,12.53,1,0,0.2
1036,11/4/2016 7:50,2,4.25,7.7,72.3,12.53,1,0,0.2
1037,11/4/2016 7:55,0,4.25,7.62,72.5,12.41,1,0,0
1038,11/4/2016 8:00,3.2,4.25,7.59,71.8,12.53,1,0,0.4
1039,11/4/2016 8:05,0.4,4.25,7.53,72.4,12.34,1,0,0
1040,11/4/2016 8:10,1.7,4.25,7.55,72.4,12.36,1,0,0
1041,11/4/2016 8:15,2.4,4.25,7.52,72.8,12.24,1,0,0.2
1042,11/4/2016 8:20,2.6,4.25,7.48,72.4,12.29,1,0,0.4
1043,11/4/2016 8:25,1.7,4.25,7.4,72.8,12.12,1,0,0
1044,11/4/2016 8:30,0,4.25,7.36,72.5,12.15,1,0,0
1045,11/4/2016 8:35,3.2,4.25,7.33,71.4,12.34,1,0,0.4
1046,11/4/2016 8:40,1.5,4.25,7.31,72.6,12.07,1,0,0
1047,11/4/2016 8:45,2,4.25,7.31,72.1,12.17,1,0,0.2
1048,11/4/2016 8:50,2.2,4.25,7.28,72.3,12.1,1,0,0.2
1049,11/4/2016 8:55,0.6,4.25,7.24,72.8,11.95,1,0,0
1050,11/4/2016 9:00,0,4.25,7.17,73.5,11.73,1,0,0
1051,11/4/2016 9:05,0,4.25,7.23,73.1,11.88,1,0,0
1052,11/4/2016 9:10,0,4.25,7.13,73.9,11.61,1,0,0
1053,11/4/2016 9:15,1.1,4.25,7.11,73.1,11.76,1,0,0
1054,11/4/2016 9:20,0,4.25,7.21,74.2,11.64,1,0,0
1055,11/4/2016 9:25,0,4.25,7.16,74.3,11.56,1,0,0
1056,11/4/2016 9:30,0,4.26,7.17,74,11.64,1,0,0
1057,11/4/2016 9:35,0,4.24,7.2,73.9,11.69,1,0,0
1058,11/4/2016 9:40,0,4.25,7.14,74.2,11.56,1,0,0
1059,11/4/2016 9:45,0.9,4.25,7.18,73.1,11.83,1,0,0
1060,11/4/2016 9:50,0,4.25,7.21,73.6,11.76,1,0,0
1061,11/4/2016 9:55,0,4.25,7.26,73.6,11.81,1,0,0
1062,11/4/2016 10:00,0,4.25,7.32,73.7,11.86,1,0,0
1063,11/4/2016 10:05,0.6,4.25,7.31,73.3,11.93,1,0,0
1064,11/4/2016 10:10,0,4.25,7.41,73.8,11.93,1,0,0
1065,11/4/2016 10:15,0,4.25,7.37,73,12.05,1,0,0
1066,11/4/2016 10:20,0.4,4.25,7.28,72.8,12,1,0,0
1067,11/4/2016 10:25,0,4.25,7.2,73.9,11.69,1,0,0
1068,11/4/2016 10:30,0,4.26,7.13,73.9,11.61,1,0,0
1069,11/4/2016 10:35,0.6,4.22,7.03,74.6,11.37,1,0,0
1070,11/4/2016 10:40,0,4.22,6.86,74.7,11.18,1,0,0
1071,11/4/2016 10:45,0.2,4.24,6.92,74.4,11.3,1,0,0
1072,11/4/2016 10:50,2.2,4.24,6.78,73.9,11.25,1,0,0
1073,11/4/2016 10:55,1.9,4.25,6.71,74.3,11.1,1,0,0
1074,11/4/2016 11:00,2.8,4.25,6.54,73.3,11.13,1,0,0.2
1075,11/4/2016 11:05,0,4.24,6.38,72.4,11.15,1,0,0
1076,11/4/2016 11:10,0.4,4.24,6.31,71.9,11.18,2,0,0
1077,11/4/2016 11:15,2.4,4.24,6.18,70.9,11.25,2,0,0
1078,11/4/2016 11:20,1.3,4.25,6.02,69.6,11.37,3,0,0.2
1079,11/4/2016 11:25,3.7,4.25,5.91,69.3,11.32,4,0,0.2
1080,11/4/2016 11:30,2.8,4.24,5.87,69.1,11.32,6,0,0.2
1081,11/4/2016 11:35,3.2,4.25,5.85,69.2,11.27,9,0,0.4
1082,11/4/2016 11:40,2,4.25,5.85,69.1,11.3,17,0,0.2
1083,11/4/2016 11:45,2.6,4.34,5.65,66.3,11.71,41,0,0.2
1084,11/4/2016 11:50,5.6,4.46,5.55,65,11.9,54,0,0.7
1085,11/4/2016 11:55,4.5,4.5,5.16,61.7,12.29,93,0,0.9
1086,11/4/2016 12:00,8.2,4.48,4.49,57.3,12.7,109,0,2.2
1087,11/4/2016 12:05,6.7,4.49,4.94,59.8,12.53,126,0,0.9
1088,11/4/2016 12:10,3.5,4.5,6.17,64.5,12.68,24,0,0.6
1089,11/4/2016 12:15,4.1,4.5,5.91,60.9,13.28,149,0,0.4
1090,11/4/2016 12:20,1.7,4.5,5.23,55.5,13.98,26,0,0
1091,11/4/2016 12:25,3.2,4.5,4.98,55.6,13.69,176,0,0.4
1092,11/4/2016 12:30,7.2,4.5,5.02,56.8,13.4,191,0,2
1093,11/4/2016 12:35,5.2,4.5,4.95,54.1,14.07,181,0,0.6
1094,11/4/2016 12:40,7.2,4.5,5.09,56.1,13.67,213,0,0.9
1095,11/4/2016 12:45,5,4.5,4.7,51.3,14.62,227,0,0.6
1096,11/4/2016 12:50,5.6,4.5,4.79,52.7,14.31,239,0,0.7
1097,11/4/2016 12:55,2.4,4.51,5.21,54.5,14.24,251,0,0.2
1098,11/4/2016 13:00,4.5,4.51,5.35,53.7,14.62,262,0,0.6
1099,11/4/2016 13:05,1.1,4.5,5.78,54.2,14.94,276,0,0
1100,11/4/2016 13:10,6.5,4.5,5.83,56.2,14.43,289,0,0.9
1101,11/4/2016 13:15,7.2,4.51,5.47,58.6,13.4,321,0,1.3
1102,11/4/2016 13:20,7.1,4.51,5.47,56.2,14.05,278,0,1.7
1103,11/4/2016 13:25,5.6,4.51,5.46,58,13.55,353,0,1.1
1104,11/4/2016 13:30,4.6,4.51,5.92,55.5,14.72,319,0,0.6
1105,11/4/2016 13:35,6.5,4.5,5.84,59.4,13.59,148,0,0.9
1106,11/4/2016 13:40,7.1,4.51,6.01,58.5,14,396,0,0.7
1107,11/4/2016 13:45,4.1,4.51,5.99,57.6,14.22,403,0,0.7
1108,11/4/2016 13:50,7.2,4.51,5.61,60.6,13.04,102,0,1.1
1109,11/4/2016 13:55,5.4,4.51,5.91,55.4,14.74,446,0,0.9
1110,11/4/2016 14:00,9.3,4.51,5.99,56.3,14.58,434,0,1.9
1111,11/4/2016 14:05,8.2,4.51,5.53,56.6,14,439,0,2
1112,11/4/2016 14:10,10,4.51,5.6,55.9,14.27,312,0,2.4
1113,11/4/2016 14:15,10.8,4.51,5.66,55.2,14.53,433,0,2.6
1114,11/4/2016 14:20,8,4.51,5.53,54.8,14.51,438,0,2.4
1115,11/4/2016 14:25,5.2,4.51,6.31,50.4,16.65,449,0,0.7
1116,11/4/2016 14:30,5.4,4.53,6.18,53,15.72,458,0,0.7
1117,11/4/2016 14:35,5.2,4.51,6.21,54.4,15.34,472,0,1.7
1118,11/4/2016 14:40,7.8,4.51,5.97,55.8,14.7,478,0,1.5
1119,11/4/2016 14:45,6.1,4.51,6.31,54.7,15.37,484,0,0.7
1120,11/4/2016 14:50,7.4,4.51,6.07,55.5,14.89,489,0,2
1121,11/4/2016 14:55,3.9,4.51,6.44,52.8,16.06,489,0,0.6
1122,11/4/2016 15:00,3.9,4.51,6.43,50.8,16.65,498,0,0.4
1123,11/4/2016 15:05,5,4.51,6.14,51.8,16.03,502,0,0.4
1124,11/4/2016 15:10,5.9,4.51,5.65,52.1,15.41,511,0,1.3
1125,11/4/2016 15:15,5.8,4.51,5.81,49.7,16.32,514,0,1.3
1126,11/4/2016 15:20,7.2,4.51,5.55,49.2,16.2,519,0,0.4
1127,11/4/2016 15:25,4.3,4.51,5.49,49,16.2,523,0,0.7
1128,11/4/2016 15:30,3.9,4.52,5.62,46.9,17.03,527,0,0.4
1129,11/4/2016 15:35,7.2,4.51,4.99,49.3,15.56,531,0,1.7
1130,11/4/2016 15:40,5.6,4.51,5.1,48.5,15.94,534,0,0.7
1131,11/4/2016 15:45,7.1,4.51,5.37,47,16.72,538,0,0.6
1132,11/4/2016 15:50,6.1,4.51,4.59,44.7,16.65,541,0,1.5
1133,11/4/2016 15:55,8.7,4.51,4.57,43.2,17.18,547,0,1.1
1134,11/4/2016 16:00,6.7,4.51,4.36,44.4,16.51,546,0,1.3
1135,11/4/2016 16:05,8,4.51,4.15,42.5,16.96,549,0,1.1
1136,11/4/2016 16:10,8.7,4.51,4.45,44.6,16.53,549,0,1.9
1137,11/4/2016 16:15,8.2,4.52,4.55,45.9,16.2,484,0,1.5
1138,11/4/2016 16:20,8.3,4.53,4.4,45.2,16.27,551,0,3
1139,11/4/2016 16:25,6.7,4.53,4.15,42,17.15,548,0,1.1
1140,11/4/2016 16:30,10,4.52,3.86,44.4,15.96,544,0,2
1141,11/4/2016 16:35,8.9,4.51,3.85,43.1,16.42,544,0,2
1142,11/4/2016 16:40,10.2,4.53,3.45,41.4,16.61,543,0,3.5
1143,11/4/2016 16:45,6.5,4.53,3.56,42.8,16.2,542,0,1.5
1144,11/4/2016 16:50,8.3,4.53,3.58,43.8,15.87,541,0,1.7
1145,11/4/2016 16:55,8.9,4.53,3.43,40.9,16.77,539,0,1.7
1146,11/4/2016 17:00,8.3,4.53,3.91,44.9,15.84,536,0,2.8
1147,11/4/2016 17:05,6.1,4.53,4.02,45.5,15.75,533,0,1.3
1148,11/4/2016 17:10,5.2,4.53,3.71,45.3,15.49,528,0,0.6
1149,11/4/2016 17:15,7.2,4.53,3.47,43.8,15.75,529,0,2
1150,11/4/2016 17:20,7.6,4.54,3.09,44.3,15.15,528,0,1.1
1151,11/4/2016 17:25,5.4,4.53,3.16,43.3,15.58,519,0,0.7
1152,11/4/2016 17:30,9.3,4.5,3.06,42.4,15.8,516,0,1.7
1153,11/4/2016 17:35,8.7,4.53,2.96,43.6,15.25,511,0,1.5
1154,11/4/2016 17:40,5.9,4.53,2.67,43.6,14.94,504,0,1.3
1155,11/4/2016 17:45,6.9,4.53,2.85,43.6,15.13,499,0,0.7
1156,11/4/2016 17:50,6.3,4.54,2.93,43,15.44,496,0,1.3
1157,11/4/2016 17:55,10,4.54,2.39,42.6,14.98,491,0,2
1158,11/4/2016 18:00,7.8,4.54,1.53,39.5,15.2,483,0,1.9
1159,11/4/2016 18:05,8.5,4.54,1.43,38.1,15.65,476,0,1.3
1160,11/4/2016 18:10,4.6,4.54,1.3,36.9,16.01,467,0,0.6
1161,11/4/2016 18:15,6.9,4.54,1.58,38.7,15.58,461,0,1.5
1162,11/4/2016 18:20,5.9,4.54,1.53,38.6,15.56,452,0,1.7
1163,11/4/2016 18:25,7.1,4.54,1.82,39.9,15.37,443,0,0.9
1164,11/4/2016 18:30,4.1,4.49,1.77,39.4,15.51,436,0,0.7
1165,11/4/2016 18:35,0.9,4.54,2.41,40,15.99,426,0,0
1166,11/4/2016 18:40,3.7,4.54,2.21,40.4,15.6,413,0,0.4
1167,11/4/2016 18:45,6.3,4.54,1.85,40.3,15.25,406,0,1.9
1168,11/4/2016 18:50,6.9,4.54,2.27,39.9,15.87,394,0,1.1
1169,11/4/2016 18:55,4.1,4.54,3.69,42.3,16.53,383,0,0.2
1170,11/4/2016 19:00,6.3,4.54,3.45,43.8,15.72,374,0,0.6
1171,11/4/2016 19:05,4.8,4.54,3.48,44.5,15.51,364,0,0.4
1172,11/4/2016 19:10,3,4.54,3.83,43.1,16.39,351,0,0
1173,11/4/2016 19:15,5.6,4.54,3.82,43.4,16.27,341,0,0.6
1174,11/4/2016 19:20,4.8,4.54,3.87,44.5,15.94,329,0,0.6
1175,11/4/2016 19:25,0.9,4.54,4.12,44,16.39,318,0,0
1176,11/4/2016 19:30,5,4.49,3.73,44.8,15.68,307,0,0.7
1177,11/4/2016 19:35,3.2,4.54,3.87,44.5,15.94,292,0,0.6
1178,11/4/2016 19:40,7.4,4.54,3.54,44.6,15.53,283,0,2
1179,11/4/2016 19:45,4.5,4.54,4.14,42.8,16.84,271,0,0.4
1180,11/4/2016 19:50,4.6,4.54,3.29,41.8,16.27,257,0,0.7
1181,11/4/2016 19:55,7.2,4.54,3.5,40,17.2,243,0,1.3
1182,11/4/2016 20:00,5.4,4.54,3.34,40.7,16.75,232,0,0.4
1183,11/4/2016 20:05,4.1,4.54,2.74,39.2,16.68,219,0,0.4
1184,11/4/2016 20:10,4.1,4.54,1.99,38.4,16.15,208,0,0.7
1185,11/4/2016 20:15,4.6,4.54,1.8,37.1,16.49,194,0,0.6
1186,11/4/2016 20:20,5,4.54,1.84,38.4,15.99,181,0,0.9
1187,11/4/2016 20:25,6.3,4.54,1.96,38.5,16.08,168,0,0.7
1188,11/4/2016 20:30,2.4,4.51,1.71,38.7,15.72,157,0,0.2
1189,11/4/2016 20:35,4.3,4.54,1.43,37.4,15.94,143,0,1.1
1190,11/4/2016 20:40,1.5,4.54,1.37,36.8,16.13,131,0,0
1191,11/4/2016 20:45,3.9,4.54,1.3,37.8,15.63,118,0,0.2
1192,11/4/2016 20:50,4.8,4.54,1.19,37.8,15.51,106,0,1.1
1193,11/4/2016 20:55,4.3,4.54,1.5,37.2,16.11,87,0,0.4
1194,11/4/2016 21:00,3.9,4.54,1.06,38.3,15.15,69,0,0.7
1195,11/4/2016 21:05,3.5,4.54,1.09,38.8,14.98,52,0,0.6
1196,11/4/2016 21:10,2.6,4.54,1.09,39.6,14.67,38,0,0.2
1197,11/4/2016 21:15,2.4,4.54,1.05,39.9,14.51,27,0,0.4
1198,11/4/2016 21:20,1.3,4.53,1.07,42,13.74,9,0,0
1199,11/4/2016 21:25,4.8,4.48,1.06,42.3,13.62,7,0,0.6
1200,11/4/2016 21:30,3.9,4.48,1.09,43.2,13.33,4,0,0.4
1201,11/4/2016 21:35,3.7,4.44,0.92,42.4,13.43,2,0,0.4
1202,11/4/2016 21:40,3,4.43,0.96,42.8,13.33,1,0,0.4
1203,11/4/2016 21:45,1.7,4.43,0.93,42.7,13.33,1,0,0
1204,11/4/2016 21:50,0.6,4.42,1.06,43.3,13.26,1,0,0
1205,11/4/2016 21:55,0,4.42,1,44.1,12.92,1,0,0
1206,11/4/2016 22:00,0,4.42,0.95,44,12.9,1,0,0
1207,11/4/2016 22:05,0,4.42,1.04,44.3,12.9,1,0,0
1208,11/4/2016 22:10,1.5,4.41,0.88,43.7,12.92,1,0,0
1209,11/4/2016 22:15,0.2,4.4,0.96,43.9,12.94,1,0,0
1210,11/4/2016 22:20,0.2,4.4,1.14,44.2,13.04,1,0,0
1211,11/4/2016 22:25,0,4.39,1.11,44.8,12.8,1,0,0
1212,11/4/2016 22:30,0.2,4.43,1.21,45.1,12.8,1,0,0
1213,11/4/2016 22:35,0,4.37,1.32,46.2,12.56,1,0,0
1214,11/4/2016 22:40,0,4.37,1.28,47.8,12,1,0,0
1215,11/4/2016 22:45,0,4.37,1.27,48.6,11.73,1,0,0
1216,11/4/2016 22:50,0,4.36,1.35,47.2,12.27,1,0,0
1217,11/4/2016 22:55,0,4.36,1.53,48.4,12.07,1,0,0
1218,11/4/2016 23:00,0,4.36,1.55,48.5,12.07,1,0,0
1219,11/4/2016 23:05,0,4.4,1.61,48.7,12.07,1,0,0
1220,11/4/2016 23:10,0,4.39,1.51,48.5,12.03,1,0,0
1221,11/4/2016 23:15,0,4.39,1.72,48.7,12.19,1,0,0
1222,11/4/2016 23:20,0,4.36,1.63,47.7,12.41,1,0,0
1223,11/4/2016 23:25,1.9,4.35,1.74,47.9,12.46,1,0,0
1224,11/4/2016 23:30,1.1,4.35,1.84,48.2,12.49,1,0,0.2
1225,11/4/2016 23:35,1.1,4.34,1.81,49.1,12.17,1,0,0
1226,11/4/2016 23:40,1.9,4.33,1.67,48.3,12.27,1,0,0.2
1227,11/4/2016 23:45,1.5,4.33,1.77,49.4,12.03,1,0,0.2
1228,11/4/2016 23:50,0.9,4.33,1.91,50.4,11.88,1,0,0
1229,11/4/2016 23:55,0,4.33,1.88,51,11.66,1,0,0
1230,11/5/2016 0:00,2.6,4.33,1.77,50.3,11.76,1,0,0.2
1231,11/5/2016 0:05,0.7,4.32,1.83,50.9,11.64,1,0,0
1232,11/5/2016 0:10,1.7,4.32,1.68,49.9,11.78,1,0,0
1233,11/5/2016 0:15,2.4,4.32,1.63,49.3,11.9,1,0,0.2
1234,11/5/2016 0:20,3.3,4.32,1.5,48.3,12.07,1,0,0.4
1235,11/5/2016 0:25,0.9,4.32,1.55,49.1,11.88,1,0,0
1236,11/5/2016 0:30,0.9,4.33,1.54,49.8,11.66,1,0,0
1237,11/5/2016 0:35,1.9,4.3,1.5,49.9,11.59,1,0,0.2
1238,11/5/2016 0:40,0,4.3,1.67,51.9,11.18,1,0,0
1239,11/5/2016 0:45,0,4.3,1.72,52.1,11.18,1,0,0
1240,11/5/2016 0:50,0,4.3,1.5,50.7,11.35,1,0,0
1241,11/5/2016 0:55,2.2,4.3,1.55,50.4,11.49,1,0,0
1242,11/5/2016 1:00,0,4.3,1.56,51,11.32,1,0,0
1243,11/5/2016 1:05,0.6,4.29,1.66,51.7,11.22,1,0,0
1244,11/5/2016 1:10,0.6,4.29,1.72,52.1,11.18,1,0,0
1245,11/5/2016 1:15,1.1,4.29,1.73,52.2,11.15,1,0,0
1246,11/5/2016 1:20,2.4,4.29,1.65,52,11.13,1,0,0.2
1247,11/5/2016 1:25,2,4.29,1.68,52.7,10.96,1,0,0.2
1248,11/5/2016 1:30,2.4,4.31,1.6,52.3,10.98,1,0,0.2
1249,11/5/2016 1:35,0.9,4.27,1.53,51.8,11.05,1,0,0
1250,11/5/2016 1:40,0.2,4.28,1.44,52.3,10.81,1,0,0
1251,11/5/2016 1:45,0.2,4.28,1.53,54.3,10.34,1,0,0
1252,11/5/2016 1:50,4.1,4.28,1.42,53.8,10.37,1,0,0.2
1253,11/5/2016 1:55,0,4.28,1.41,56.1,9.73,1,0,0
1254,11/5/2016 2:00,0.4,4.28,1.32,54.2,10.15,1,0,0
1255,11/5/2016 2:05,2.4,4.28,1.51,56.6,9.71,1,0,0.2
1256,11/5/2016 2:10,1.3,4.28,1.5,57.3,9.51,1,0,0
1257,11/5/2016 2:15,1.5,4.28,1.47,55.7,9.9,1,0,0
1258,11/5/2016 2:20,3.2,4.28,1.43,55.7,9.85,1,0,0.2
1259,11/5/2016 2:25,0.9,4.28,1.33,55.3,9.85,1,0,0
1260,11/5/2016 2:30,0.4,4.27,1.24,55.8,9.63,1,0,0
1261,11/5/2016 2:35,0,4.27,1.21,55.4,9.71,1,0,0
1262,11/5/2016 2:40,0,4.27,1.04,56.2,9.31,1,0,0
1263,11/5/2016 2:45,0,4.27,1.08,57,9.14,1,0,0
1264,11/5/2016 2:50,0,4.27,0.91,55.4,9.39,1,0,0
1265,11/5/2016 2:55,0,4.27,0.62,53.8,9.51,1,0,0
1266,11/5/2016 3:00,0,4.27,0.67,54.6,9.34,1,0,0
1267,11/5/2016 3:05,0,4.27,0.69,56,8.99,1,0,0
1268,11/5/2016 3:10,0,4.28,0.62,55.5,9.04,1,0,0
1269,11/5/2016 3:15,0.2,4.28,0.58,53.1,9.66,1,0,0
1270,11/5/2016 3:20,0,4.28,0.55,54.7,9.19,1,0,0
1271,11/5/2016 3:25,0.2,4.28,0.4,52.6,9.61,1,0,0
1272,11/5/2016 3:30,0.9,4.28,0.32,52.1,9.66,1,0,0
1273,11/5/2016 3:35,0,4.27,0.35,52.5,9.58,1,0,0
1274,11/5/2016 3:40,0,4.27,0.46,54.6,9.11,1,0,0
1275,11/5/2016 3:45,0,4.27,0.28,53.2,9.31,1,0,0
1276,11/5/2016 3:50,0,4.27,0.42,54.1,9.21,1,0,0
1277,11/5/2016 3:55,0.2,4.27,0.19,52.4,9.44,1,0,0
1278,11/5/2016 4:00,0,4.27,0.15,53.5,9.09,1,0,0
1279,11/5/2016 4:05,0,4.27,0.46,56.2,8.69,1,0,0
1280,11/5/2016 4:10,0,4.27,0.5,57,8.52,1,0,0
1281,11/5/2016 4:15,0,4.27,0.54,56.7,8.64,1,0,0
1282,11/5/2016 4:20,0,4.27,0.69,57.6,8.57,1,0,0
1283,11/5/2016 4:25,0,4.27,0.67,58.3,8.37,1,0,0
1284,11/5/2016 4:30,0,4.28,0.74,58.8,8.32,1,0,0
1285,11/5/2016 4:35,0,4.26,0.83,60.3,8.05,1,0,0
1286,11/5/2016 4:40,0,4.27,0.71,60.8,7.79,1,0,0
1287,11/5/2016 4:45,0,4.27,0.52,57.6,8.39,1,0,0
1288,11/5/2016 4:50,0,4.27,0.69,58.1,8.44,1,0,0
1289,11/5/2016 4:55,0,4.27,0.62,57.4,8.54,1,0,0
1290,11/5/2016 5:00,0,4.27,0.38,56.9,8.42,1,0,0
1291,11/5/2016 5:05,0,4.27,0.64,57.9,8.44,1,0,0
1292,11/5/2016 5:10,0.9,4.27,0.68,57.2,8.67,1,0,0
1293,11/5/2016 5:15,0.2,4.27,0.69,57.4,8.62,1,0,0
1294,11/5/2016 5:20,0.2,4.27,0.76,58.4,8.44,1,0,0
1295,11/5/2016 5:25,0,4.27,0.8,60.8,7.9,1,0,0
1296,11/5/2016 5:30,0,4.26,0.69,60.4,7.87,1,0,0
1297,11/5/2016 5:35,0,4.25,1.03,63.1,7.59,1,0,0
1298,11/5/2016 5:40,0,4.25,0.95,63.8,7.34,1,0,0
1299,11/5/2016 5:45,0,4.26,1.02,62.6,7.69,1,0,0
1300,11/5/2016 5:50,0,4.27,1.07,63.5,7.54,1,0,0
1301,11/5/2016 5:55,0,4.27,1.09,63.9,7.47,1,0,0
1302,11/5/2016 6:00,0,4.27,1.01,64.3,7.29,1,0,0
1303,11/5/2016 6:05,0,4.27,0.98,65.4,7.02,1,0,0
1304,11/5/2016 6:10,0,4.27,0.77,63,7.34,1,0,0
1305,11/5/2016 6:15,0,4.27,1.04,65.9,6.96,1,0,0
1306,11/5/2016 6:20,0,4.27,0.98,65.3,7.04,1,0,0
1307,11/5/2016 6:25,0,4.27,1.18,65.2,7.27,1,0,0
1308,11/5/2016 6:30,0,4.27,1.19,66.4,7.02,1,0,0
1309,11/5/2016 6:35,0,4.25,1.25,68.7,6.59,1,0,0
1310,11/5/2016 6:40,0,4.25,1.07,69.1,6.31,1,0,0
1311,11/5/2016 6:45,0,4.25,1.06,65.8,7.02,1,0,0
1312,11/5/2016 6:50,0,4.25,1.05,66.2,6.91,1,0,0
1313,11/5/2016 6:55,1.9,4.25,0.94,65,7.07,1,0,0.2
1314,11/5/2016 7:00,0.2,4.25,0.93,65.3,6.99,1,0,0
1315,11/5/2016 7:05,0.6,4.25,0.83,64.8,6.99,1,0,0
1316,11/5/2016 7:10,0.2,4.25,0.79,65.4,6.81,1,0,0
1317,11/5/2016 7:15,2,4.25,0.79,65.4,6.81,1,0,0
1318,11/5/2016 7:20,0,4.26,0.66,64.7,6.84,1,0,0
1319,11/5/2016 7:25,0.6,4.26,0.53,64.1,6.84,1,0,0
