Line#,Date,"Gust Speed (S-WCA 9858867:9845198-2), m/s, Meyerson Roof","Battery (U30 BATTERY 9858867:9858867-B), V, Meyerson Roof","Dew Point (S-THB 9858867:9835118-3), *C, Meyerson Roof","RH (S-THB 9858867:9835118-2), %, Meyerson Roof","Temperature (S-THB 9858867:9835118-1), *C, Meyerson Roof","Solar Radiation (S-LIB 9858867:9841958-1), W/m^2, Meyerson Roof","Wind Direction (S-WCA 9858867:9845198-3), *, Meyerson Roof","Wind Speed (S-WCA 9858867:9845198-1), m/s, Meyerson Roof"
362,11/1/2016 23:40,0,4.32,8.3,69.5,13.76,1,0,0
363,11/1/2016 23:45,0,4.32,8.41,69.7,13.83,1,0,0
364,11/1/2016 23:50,0,4.32,8.45,69.8,13.86,1,0,0
365,11/1/2016 23:55,0.7,4.32,8.43,70.8,13.62,1,0,0
366,11/2/2016 0:00,0,4.32,8.49,70.4,13.76,1,0,0
367,11/2/2016 0:05,0,4.32,8.42,70.1,13.76,1,0,0
368,11/2/2016 0:10,0.2,4.32,8.45,70.1,13.79,1,0,0
369,11/2/2016 0:15,0.4,4.32,8.37,70.2,13.69,1,0,0
370,11/2/2016 0:20,0,4.32,8.44,70.5,13.69,1,0,0
371,11/2/2016 0:25,0.9,4.32,8.44,70.5,13.69,1,0,0
372,11/2/2016 0:30,0,4.27,8.61,71,13.76,1,0,0
373,11/2/2016 0:35,0.2,4.29,8.65,71.2,13.76,1,0,0
374,11/2/2016 0:40,0.2,4.29,8.75,71.8,13.74,1,0,0
375,11/2/2016 0:45,2,4.29,8.87,72.5,13.71,1,0,0
376,11/2/2016 0:50,0,4.29,8.94,72.8,13.71,1,0,0
377,11/2/2016 0:55,0,4.29,9.07,73,13.81,1,0,0
378,11/2/2016 1:00,0.6,4.29,9.01,73.4,13.67,1,0,0
379,11/2/2016 1:05,0,4.29,9.04,74,13.57,1,0,0
380,11/2/2016 1:10,0,4.29,9.12,74.2,13.62,1,0,0
381,11/2/2016 1:15,0,4.29,9.11,74.7,13.5,1,0,0
382,11/2/2016 1:20,0,4.29,9.28,75.1,13.59,1,0,0
383,11/2/2016 1:25,0,4.29,9.2,75.3,13.47,1,0,0
384,11/2/2016 1:30,0,4.25,9.31,76.1,13.43,1,0,0
385,11/2/2016 1:35,0,4.27,9.3,76.6,13.31,1,0,0
386,11/2/2016 1:40,0,4.28,9.25,77.8,13.02,1,0,0
387,11/2/2016 1:45,1.1,4.28,9.42,78.2,13.11,1,0,0
388,11/2/2016 1:50,0.2,4.28,9.41,78.4,13.06,1,0,0
389,11/2/2016 1:55,0,4.28,9.43,78.5,13.06,1,0,0
390,11/2/2016 2:00,0.2,4.28,9.38,79,12.92,1,0,0
391,11/2/2016 2:05,0,4.28,9.46,79.8,12.85,1,0,0
392,11/2/2016 2:10,0,4.28,9.51,80.1,12.85,1,0,0
393,11/2/2016 2:15,0,4.28,9.58,80.6,12.82,1,0,0
394,11/2/2016 2:20,0,4.29,9.58,81.2,12.7,1,0,0
395,11/2/2016 2:25,0,4.29,9.49,81.5,12.56,1,0,0
396,11/2/2016 2:30,0,4.25,9.59,81.3,12.7,1,0,0
397,11/2/2016 2:35,0,4.27,9.48,81.6,12.53,1,0,0
398,11/2/2016 2:40,0,4.27,9.57,81.7,12.61,1,0,0
399,11/2/2016 2:45,0,4.27,9.51,82.5,12.39,1,0,0
400,11/2/2016 2:50,0,4.27,9.49,82.8,12.32,1,0,0
401,11/2/2016 2:55,0,4.27,9.63,83.2,12.39,1,0,0
402,11/2/2016 3:00,0,4.28,9.64,83.9,12.27,1,0,0
403,11/2/2016 3:05,0,4.28,9.62,83.4,12.34,1,0,0
404,11/2/2016 3:10,0,4.28,9.6,84.6,12.1,1,0,0
405,11/2/2016 3:15,0,4.28,9.63,84,12.24,1,0,0
406,11/2/2016 3:20,0,4.28,9.63,83.6,12.32,1,0,0
407,11/2/2016 3:25,0,4.28,9.59,83.5,12.29,1,0,0
408,11/2/2016 3:30,0,4.27,9.57,83.4,12.29,1,0,0
409,11/2/2016 3:35,0,4.27,9.53,83.7,12.19,1,0,0
410,11/2/2016 3:40,0,4.27,9.55,84.2,12.12,1,0,0
411,11/2/2016 3:45,0,4.27,9.48,84.6,11.98,1,0,0
412,11/2/2016 3:50,0,4.27,9.52,84.6,12.03,1,0,0
413,11/2/2016 3:55,0,4.27,9.51,84.9,11.95,1,0,0
414,11/2/2016 4:00,0,4.27,9.54,85.1,11.95,1,0,0
415,11/2/2016 4:05,0,4.27,9.57,84.6,12.07,1,0,0
416,11/2/2016 4:10,0,4.27,9.57,83.8,12.22,1,0,0
417,11/2/2016 4:15,0,4.27,9.56,84.1,12.15,1,0,0
418,11/2/2016 4:20,0,4.27,9.6,84.2,12.17,1,0,0
419,11/2/2016 4:25,0,4.27,9.57,83.8,12.22,1,0,0
420,11/2/2016 4:30,0,4.27,9.54,82.8,12.36,1,0,0
421,11/2/2016 4:35,0,4.25,9.54,82.4,12.44,1,0,0
422,11/2/2016 4:40,0,4.25,9.57,82.7,12.41,1,0,0
423,11/2/2016 4:45,0,4.27,9.58,83.2,12.34,1,0,0
424,11/2/2016 4:50,0,4.27,9.52,82.7,12.36,1,0,0
425,11/2/2016 4:55,0,4.27,9.51,82.8,12.34,1,0,0
426,11/2/2016 5:00,0,4.27,9.56,82.8,12.39,1,0,0
427,11/2/2016 5:05,0,4.27,9.53,82.9,12.34,1,0,0
428,11/2/2016 5:10,0,4.27,9.61,82.7,12.46,1,0,0
429,11/2/2016 5:15,0,4.29,9.62,82.5,12.51,1,0,0
430,11/2/2016 5:20,0,4.27,9.66,82.7,12.51,1,0,0
431,11/2/2016 5:25,0,4.27,9.64,82.7,12.49,1,0,0
432,11/2/2016 5:30,0,4.25,9.69,82.6,12.56,1,0,0
433,11/2/2016 5:35,1.1,4.25,9.64,82.6,12.51,1,0,0
434,11/2/2016 5:40,1.9,4.25,9.57,82.6,12.44,1,0,0
435,11/2/2016 5:45,0,4.25,9.54,82.8,12.36,1,0,0
436,11/2/2016 5:50,0,4.26,9.54,82.7,12.39,1,0,0
437,11/2/2016 5:55,0,4.26,9.57,83.5,12.27,1,0,0
438,11/2/2016 6:00,0,4.27,9.51,82.9,12.32,1,0,0
439,11/2/2016 6:05,0,4.27,9.5,82.1,12.46,1,0,0
440,11/2/2016 6:10,0,4.27,9.51,82.5,12.39,1,0,0
441,11/2/2016 6:15,0,4.27,9.54,82.8,12.36,1,0,0
442,11/2/2016 6:20,0,4.27,9.44,81.9,12.44,1,0,0
443,11/2/2016 6:25,0,4.27,9.47,81.8,12.49,1,0,0
444,11/2/2016 6:30,1.5,4.25,9.49,82,12.46,1,0,0
445,11/2/2016 6:35,1.1,4.25,9.47,82.7,12.32,1,0,0
446,11/2/2016 6:40,0,4.25,9.52,82.3,12.44,1,0,0
447,11/2/2016 6:45,0,4.25,9.53,82.5,12.41,1,0,0
448,11/2/2016 6:50,0,4.25,9.6,83,12.39,1,0,0
449,11/2/2016 6:55,0,4.25,9.57,84.2,12.15,1,0,0
450,11/2/2016 7:00,0,4.25,9.66,84.4,12.19,1,0,0
451,11/2/2016 7:05,0,4.25,9.71,84.7,12.19,1,0,0
452,11/2/2016 7:10,0,4.25,9.75,85.2,12.15,1,0,0
453,11/2/2016 7:15,0,4.26,9.75,85.9,12.03,1,0,0
454,11/2/2016 7:20,0,4.26,9.76,86.1,12,1,0,0
455,11/2/2016 7:25,0,4.26,9.74,85.3,12.12,1,0,0
456,11/2/2016 7:30,0,4.25,9.66,85.4,12.03,1,0,0
457,11/2/2016 7:35,0,4.25,9.74,85.7,12.05,1,0,0
458,11/2/2016 7:40,0,4.25,9.71,85.5,12.05,1,0,0
459,11/2/2016 7:45,0.2,4.25,9.71,85.8,12,1,0,0
460,11/2/2016 7:50,0.2,4.25,9.75,86.6,11.9,1,0,0
461,11/2/2016 7:55,0.2,4.25,9.75,86.6,11.9,1,0,0
462,11/2/2016 8:00,0.9,4.25,9.75,86.3,11.95,1,0,0
463,11/2/2016 8:05,0,4.25,9.7,86.3,11.9,1,0,0
464,11/2/2016 8:10,0.2,4.25,9.75,86.6,11.9,1,0,0
465,11/2/2016 8:15,0.9,4.25,9.78,87.2,11.83,1,0,0
466,11/2/2016 8:20,1.9,4.25,9.77,87.1,11.83,1,0,0.2
467,11/2/2016 8:25,1.9,4.25,9.73,87.7,11.69,1,0,0
468,11/2/2016 8:30,0,4.25,9.74,87.9,11.66,1,0,0
469,11/2/2016 8:35,2.2,4.25,9.74,87.9,11.66,1,0,0
470,11/2/2016 8:40,2.6,4.25,9.75,87.3,11.78,1,0,0.2
471,11/2/2016 8:45,2,4.25,9.71,87.9,11.64,1,0,0.2
472,11/2/2016 8:50,1.7,4.25,9.77,88.4,11.61,1,0,0.2
473,11/2/2016 8:55,2.4,4.25,9.77,88.5,11.59,1,0,0.2
474,11/2/2016 9:00,0,4.25,9.78,88.6,11.59,1,0,0
475,11/2/2016 9:05,1.1,4.25,9.73,89.3,11.42,1,0,0
476,11/2/2016 9:10,2,4.25,9.77,89.8,11.37,1,0,0
477,11/2/2016 9:15,2.2,4.25,9.72,89.8,11.32,1,0,0.2
478,11/2/2016 9:20,3.2,4.25,9.71,90.3,11.22,1,0,0.2
479,11/2/2016 9:25,1.1,4.25,9.7,90.1,11.25,1,0,0
480,11/2/2016 9:30,3.5,4.24,9.78,89.9,11.37,1,0,0.6
481,11/2/2016 9:35,3,4.24,9.78,90.3,11.3,1,0,0.7
482,11/2/2016 9:40,2.8,4.24,9.75,91,11.15,1,0,0.4
483,11/2/2016 9:45,2.8,4.24,9.75,91.3,11.1,1,0,0.2
484,11/2/2016 9:50,2,4.25,9.81,91.2,11.18,1,0,0.4
485,11/2/2016 9:55,0.2,4.25,9.77,91.3,11.13,1,0,0
486,11/2/2016 10:00,0.4,4.25,9.8,91.3,11.15,1,0,0
487,11/2/2016 10:05,2.2,4.25,9.78,91.9,11.03,1,0,0
488,11/2/2016 10:10,1.3,4.25,9.82,91.9,11.08,1,0,0
489,11/2/2016 10:15,2.4,4.25,9.84,92,11.08,1,0,0
490,11/2/2016 10:20,0,4.25,9.9,91.9,11.15,1,0,0
491,11/2/2016 10:25,0,4.25,9.9,92.5,11.05,1,0,0
492,11/2/2016 10:30,0,4.22,9.95,92.7,11.08,1,0,0
493,11/2/2016 10:35,0,4.22,9.95,92.7,11.08,1,0,0
494,11/2/2016 10:40,2.2,4.22,9.9,92.8,11,1,0,0.2
495,11/2/2016 10:45,1.5,4.22,9.92,93.4,10.93,1,0,0.2
496,11/2/2016 10:50,2.8,4.24,9.94,93.4,10.96,1,0,0.6
497,11/2/2016 10:55,1.9,4.24,9.91,93.8,10.86,1,0,0.2
498,11/2/2016 11:00,3,4.24,9.94,93.8,10.88,1,0,0.2
499,11/2/2016 11:05,2,4.24,9.91,93.8,10.86,3,0,0.2
500,11/2/2016 11:10,2,4.24,9.94,93.7,10.91,4,0,0.4
501,11/2/2016 11:15,0,4.24,9.94,93.4,10.96,8,0,0
502,11/2/2016 11:20,2,4.25,9.87,93.4,10.88,13,0,0.2
503,11/2/2016 11:25,3,4.27,9.93,92.7,11.05,19,0,0.4
504,11/2/2016 11:30,3,4.28,9.94,92,11.18,27,0,0.2
505,11/2/2016 11:35,1.7,4.35,9.96,90.7,11.42,36,0,0.2
506,11/2/2016 11:40,0,4.45,9.94,88.8,11.71,48,0,0
507,11/2/2016 11:45,0,4.48,9.95,88.9,11.71,58,0,0
508,11/2/2016 11:50,0,4.48,9.99,88,11.9,72,0,0
509,11/2/2016 11:55,0,4.49,10,85.4,12.36,84,0,0
510,11/2/2016 12:00,0,4.5,9.92,85.5,12.27,79,0,0
511,11/2/2016 12:05,0,4.5,9.77,84.9,12.22,117,0,0
512,11/2/2016 12:10,0,4.5,10.25,86.7,12.39,129,0,0
513,11/2/2016 12:15,0,4.5,10.66,87.3,12.7,117,0,0
514,11/2/2016 12:20,0,4.5,10.2,83.6,12.9,144,0,0
515,11/2/2016 12:25,0,4.5,10.29,80.1,13.64,143,0,0
516,11/2/2016 12:30,0,4.48,10.51,85.1,12.94,121,0,0
517,11/2/2016 12:35,1.9,4.5,10.54,84.6,13.06,177,0,0.2
518,11/2/2016 12:40,0.9,4.5,10.73,83.4,13.47,171,0,0
519,11/2/2016 12:45,2.8,4.5,10.86,84.9,13.33,139,0,0.4
520,11/2/2016 12:50,2.8,4.51,11,85.2,13.43,173,0,0.6
521,11/2/2016 12:55,1.7,4.51,11.22,83.5,13.95,216,0,0
522,11/2/2016 13:00,1.3,4.51,11.38,83.2,14.17,238,0,0
523,11/2/2016 13:05,1.3,4.51,11.79,82.4,14.74,254,0,0
524,11/2/2016 13:10,5.2,4.51,11.73,84.4,14.31,267,0,0.4
525,11/2/2016 13:15,3.2,4.51,11.86,81.9,14.91,277,0,0.2
526,11/2/2016 13:20,2.4,4.51,12.07,80.5,15.39,291,0,0
527,11/2/2016 13:25,1.9,4.51,12.14,80.5,15.46,301,0,0
528,11/2/2016 13:30,2.6,4.5,12.46,76.2,16.65,314,0,0
529,11/2/2016 13:35,0.9,4.5,12.28,79.9,15.72,308,0,0
530,11/2/2016 13:40,1.3,4.51,12.36,79.2,15.94,333,0,0.2
531,11/2/2016 13:45,2,4.51,12.27,78.3,16.03,343,0,0.2
532,11/2/2016 13:50,0,4.51,12.87,73.8,17.58,349,0,0
533,11/2/2016 13:55,1.3,4.51,12.56,77.3,16.53,361,0,0
534,11/2/2016 14:00,0.9,4.51,12.66,75.6,16.99,371,0,0
535,11/2/2016 14:05,1.1,4.51,12.61,77.4,16.56,383,0,0
536,11/2/2016 14:10,0,4.51,12.97,74.3,17.58,392,0,0
537,11/2/2016 14:15,0.7,4.54,12.79,76,17.03,399,0,0
538,11/2/2016 14:20,2,4.51,13.07,73,17.96,407,0,0
539,11/2/2016 14:25,2.2,4.51,13.2,72,18.32,418,0,0.2
540,11/2/2016 14:30,0.6,4.51,13.22,70.6,18.65,417,0,0
541,11/2/2016 14:35,0.9,4.51,13.33,68.4,19.27,426,0,0
542,11/2/2016 14:40,1.5,4.51,13.13,70.6,18.56,419,0,0
543,11/2/2016 14:45,1.1,4.51,13.07,72.9,17.99,423,0,0
544,11/2/2016 14:50,2.2,4.51,12.94,72.5,17.94,443,0,0.2
545,11/2/2016 14:55,3,4.51,13.14,71.4,18.39,466,0,0.2
546,11/2/2016 15:00,2,4.51,13.17,67.9,19.22,452,0,0
547,11/2/2016 15:05,0.6,4.51,13.28,67.9,19.34,474,0,0
548,11/2/2016 15:10,0,4.51,13.48,65.5,20.13,476,0,0
549,11/2/2016 15:15,0,4.53,13.33,67.5,19.48,494,0,0
550,11/2/2016 15:20,2.2,4.53,13.24,67.4,19.41,502,0,0.2
551,11/2/2016 15:25,0.4,4.53,13.53,62.6,20.91,504,0,0
552,11/2/2016 15:30,2.4,4.5,13.26,67,19.53,513,0,0.2
553,11/2/2016 15:35,4.1,4.53,13.05,66.1,19.53,517,0,0.9
554,11/2/2016 15:40,1.9,4.53,13.06,64.6,19.91,514,0,0
555,11/2/2016 15:45,0.7,4.53,12.89,69.4,18.58,491,0,0
556,11/2/2016 15:50,0.2,4.53,12.92,68.3,18.87,416,0,0
557,11/2/2016 15:55,1.7,4.54,13.18,60.5,21.1,542,0,0
558,11/2/2016 16:00,1.9,4.54,13.37,60.1,21.41,523,0,0
559,11/2/2016 16:05,0.2,4.53,13.56,57.9,22.23,516,0,0
560,11/2/2016 16:10,4.8,4.54,13.76,62.8,21.1,529,0,0.2
561,11/2/2016 16:15,3.2,4.54,13.8,62.5,21.22,522,0,0.4
562,11/2/2016 16:20,4.1,4.54,12.87,63.8,19.91,512,0,0.2
563,11/2/2016 16:25,0.4,4.54,12.7,57.1,21.53,527,0,0
564,11/2/2016 16:30,0,4.48,12.57,61,20.32,532,0,0
565,11/2/2016 16:35,1.5,4.54,12.82,60.3,20.77,527,0,0
566,11/2/2016 16:40,1.9,4.54,12.6,54.7,22.13,517,0,0.2
567,11/2/2016 16:45,1.1,4.53,13.08,55.3,22.47,503,0,0
568,11/2/2016 16:50,1.3,4.53,13.11,58.4,21.6,524,0,0
569,11/2/2016 16:55,1.7,4.53,12.87,59.8,20.96,523,0,0
570,11/2/2016 17:00,2.4,4.53,13.14,66.2,19.6,517,0,0.2
571,11/2/2016 17:05,0,4.53,13.62,67.9,19.7,467,0,0
572,11/2/2016 17:10,0,4.53,13.37,67.2,19.6,512,0,0
573,11/2/2016 17:15,4.3,4.53,13.24,67.9,19.29,519,0,0.4
574,11/2/2016 17:20,0,4.53,13.56,64.5,20.46,533,0,0
575,11/2/2016 17:25,0,4.53,13.63,64.7,20.48,519,0,0
576,11/2/2016 17:30,0.7,4.48,13.48,60.8,21.34,506,0,0
577,11/2/2016 17:35,0.2,4.53,13.69,64,20.72,506,0,0
578,11/2/2016 17:40,0.6,4.53,13.57,65.8,20.15,481,0,0
579,11/2/2016 17:45,0,4.53,13.59,65.8,20.17,496,0,0
580,11/2/2016 17:50,0.2,4.56,14.01,63.1,21.29,488,0,0
581,11/2/2016 17:55,0.6,4.54,13.79,63.5,20.96,402,0,0
582,11/2/2016 18:00,1.3,4.53,13.37,60.9,21.2,424,0,0
583,11/2/2016 18:05,1.1,4.53,12.99,60.2,20.98,434,0,0
584,11/2/2016 18:10,2.2,4.53,13.45,62.3,20.91,401,0,0.2
585,11/2/2016 18:15,0,4.53,13.65,64.9,20.46,299,0,0
586,11/2/2016 18:20,1.5,4.53,13.84,65,20.63,374,0,0
587,11/2/2016 18:25,2,4.53,14.11,65.5,20.79,366,0,0.2
588,11/2/2016 18:30,3.7,4.48,13.96,66.5,20.39,356,0,0.9
589,11/2/2016 18:35,2.2,4.53,14.24,65,21.06,393,0,0.2
590,11/2/2016 18:40,3.7,4.53,14.3,64.3,21.29,369,0,0.2
591,11/2/2016 18:45,0.7,4.53,14.23,61.8,21.87,278,0,0
592,11/2/2016 18:50,3.7,4.53,14.18,65.7,20.82,323,0,0.2
593,11/2/2016 18:55,1.7,4.53,14.36,65.3,21.1,314,0,0
594,11/2/2016 19:00,1.1,4.53,14.28,66.1,20.82,321,0,0
595,11/2/2016 19:05,0,4.53,14.25,65.6,20.91,259,0,0
596,11/2/2016 19:10,0,4.53,14.21,66.1,20.75,134,0,0
597,11/2/2016 19:15,1.9,4.53,14.39,64.4,21.37,259,0,0
598,11/2/2016 19:20,1.5,4.53,14.55,64.3,21.56,263,0,0
599,11/2/2016 19:25,0,4.53,14.78,64.7,21.7,257,0,0
600,11/2/2016 19:30,0.7,4.48,14.82,63.9,21.94,263,0,0
601,11/2/2016 19:35,0.2,4.53,14.72,63.8,21.87,234,0,0
602,11/2/2016 19:40,1.3,4.53,14.87,64.7,21.8,236,0,0
603,11/2/2016 19:45,2.2,4.53,15.13,65.2,21.94,243,0,0.2
604,11/2/2016 19:50,2.8,4.53,15.09,64.2,22.15,244,0,0.2
605,11/2/2016 19:55,1.1,4.53,14.93,62.9,22.32,236,0,0
606,11/2/2016 20:00,0.7,4.53,15.45,62.7,22.92,223,0,0
607,11/2/2016 20:05,2.2,4.53,14.97,63.6,22.18,219,0,0.2
608,11/2/2016 20:10,0.2,4.53,14.47,63.6,21.65,206,0,0
609,11/2/2016 20:15,0,4.53,14.38,61.4,22.13,196,0,0
610,11/2/2016 20:20,1.7,4.53,14.4,60.5,22.39,184,0,0
611,11/2/2016 20:25,0.7,4.53,14.59,66.3,21.1,116,0,0
612,11/2/2016 20:30,0,4.48,14.43,65.2,21.2,124,0,0
613,11/2/2016 20:35,0,4.53,14.58,68.3,20.6,102,0,0
614,11/2/2016 20:40,1.7,4.53,14.58,68.1,20.65,99,0,0
615,11/2/2016 20:45,3.2,4.53,14.69,66.7,21.1,109,0,0.2
616,11/2/2016 20:50,1.5,4.53,14.71,66.4,21.2,98,0,0
617,11/2/2016 20:55,1.3,4.53,14.71,69.9,20.36,79,0,0
618,11/2/2016 21:00,0.7,4.53,14.91,72.7,19.94,53,0,0
619,11/2/2016 21:05,0.2,4.53,14.96,73.8,19.75,41,0,0
620,11/2/2016 21:10,1.1,4.53,14.98,74.9,19.53,28,0,0
621,11/2/2016 21:15,1.1,4.53,14.98,76,19.29,19,0,0
622,11/2/2016 21:20,0,4.53,14.97,77,19.08,14,0,0
623,11/2/2016 21:25,0.2,4.48,14.99,78.1,18.87,8,0,0
624,11/2/2016 21:30,1.7,4.45,15,78.5,18.79,3,0,0
625,11/2/2016 21:35,2.4,4.42,14.97,79.3,18.6,2,0,0.4
626,11/2/2016 21:40,3.2,4.42,14.95,79.8,18.49,3,0,0.2
627,11/2/2016 21:45,3.7,4.41,14.94,80.1,18.41,1,0,0.7
628,11/2/2016 21:50,1.5,4.4,14.94,80.8,18.27,1,0,0
629,11/2/2016 21:55,3,4.4,14.95,81,18.25,1,0,0.2
630,11/2/2016 22:00,0.2,4.39,14.9,82.2,17.96,1,0,0
631,11/2/2016 22:05,0,4.39,14.91,82.1,17.99,1,0,0
632,11/2/2016 22:10,0,4.39,14.92,82.8,17.87,1,0,0
633,11/2/2016 22:15,0,4.39,14.91,83,17.82,1,0,0
634,11/2/2016 22:20,0,4.39,14.92,82.9,17.84,1,0,0
635,11/2/2016 22:25,1.3,4.38,14.93,83.2,17.8,1,0,0
636,11/2/2016 22:30,0.6,4.38,14.91,83.5,17.72,1,0,0
637,11/2/2016 22:35,1.7,4.36,14.92,83.8,17.68,1,0,0
638,11/2/2016 22:40,1.5,4.35,14.91,84,17.63,1,0,0
639,11/2/2016 22:45,2.6,4.35,14.92,83.9,17.65,1,0,0.2
640,11/2/2016 22:50,2.4,4.35,14.88,84.1,17.58,1,0,0.4
641,11/2/2016 22:55,2.6,4.35,14.87,84.8,17.44,1,0,0
642,11/2/2016 23:00,2.2,4.35,14.87,84.9,17.42,1,0,0.2
643,11/2/2016 23:05,3.2,4.34,14.86,84.6,17.46,1,0,0.7
644,11/2/2016 23:10,2.2,4.34,14.86,85.1,17.37,1,0,0.4
645,11/2/2016 23:15,2.2,4.34,14.86,85.5,17.3,1,0,0.2
646,11/2/2016 23:20,1.7,4.34,14.86,85.5,17.3,1,0,0
647,11/2/2016 23:25,0,4.34,14.81,85.5,17.25,1,0,0
648,11/2/2016 23:30,0.7,4.33,14.8,85.8,17.18,1,0,0
649,11/2/2016 23:35,0,4.32,14.78,86.2,17.08,1,0,0
650,11/2/2016 23:40,0,4.32,14.81,85.5,17.25,1,0,0
651,11/2/2016 23:45,0,4.32,14.76,85.6,17.18,1,0,0
652,11/2/2016 23:50,0,4.32,14.73,85.4,17.18,1,0,0
653,11/2/2016 23:55,0,4.32,14.68,86.3,16.96,1,0,0
654,11/3/2016 0:00,0,4.31,14.72,85.6,17.13,1,0,0
655,11/3/2016 0:05,0,4.31,14.69,86,17.03,1,0,0
656,11/3/2016 0:10,0,4.3,14.68,85.8,17.06,1,0,0
657,11/3/2016 0:15,0,4.3,14.67,86.1,16.99,1,0,0
658,11/3/2016 0:20,0,4.3,14.68,85.9,17.03,1,0,0
659,11/3/2016 0:25,0,4.3,14.65,86.4,16.92,1,0,0
660,11/3/2016 0:30,0,4.32,14.66,86.6,16.89,1,0,0
661,11/3/2016 0:35,0,4.28,14.63,86.7,16.84,1,0,0
662,11/3/2016 0:40,0,4.29,14.69,86.1,17.01,1,0,0
663,11/3/2016 0:45,0,4.29,14.68,86.3,16.96,1,0,0
664,11/3/2016 0:50,0,4.29,14.66,86.6,16.89,1,0,0
665,11/3/2016 0:55,0,4.29,14.61,87.1,16.75,1,0,0
666,11/3/2016 1:00,0,4.29,14.65,86.8,16.84,1,0,0
667,11/3/2016 1:05,0,4.29,14.62,86.9,16.8,1,0,0
668,11/3/2016 1:10,0,4.29,14.61,87.1,16.75,1,0,0
669,11/3/2016 1:15,0,4.29,14.62,87.3,16.72,1,0,0
670,11/3/2016 1:20,0,4.29,14.64,87,16.8,1,0,0
671,11/3/2016 1:25,0,4.29,14.67,86.5,16.92,1,0,0
672,11/3/2016 1:30,0,4.29,14.66,86.6,16.89,1,0,0
673,11/3/2016 1:35,0,4.27,14.61,87.1,16.75,1,0,0
674,11/3/2016 1:40,0,4.27,14.66,87.1,16.8,1,0,0
675,11/3/2016 1:45,0.6,4.27,14.61,87.1,16.75,1,0,0
676,11/3/2016 1:50,0.4,4.27,14.6,87.2,16.72,1,0,0
677,11/3/2016 1:55,0,4.28,14.58,88.1,16.53,1,0,0
678,11/3/2016 2:00,0,4.28,14.54,89.1,16.32,1,0,0
679,11/3/2016 2:05,0,4.28,14.44,89.9,16.08,1,0,0
680,11/3/2016 2:10,0,4.28,14.5,89.7,16.18,1,0,0
681,11/3/2016 2:15,0,4.28,14.47,90.2,16.06,1,0,0
682,11/3/2016 2:20,0,4.28,14.4,91,15.84,1,0,0
683,11/3/2016 2:25,0,4.28,14.42,91,15.87,1,0,0
684,11/3/2016 2:30,0,4.28,14.46,90.8,15.94,1,0,0
685,11/3/2016 2:35,0,4.27,14.45,90.5,15.99,1,0,0
686,11/3/2016 2:40,0,4.27,14.47,90.2,16.06,1,0,0
687,11/3/2016 2:45,0,4.28,14.45,90.2,16.03,1,0,0
688,11/3/2016 2:50,0,4.3,14.47,90.2,16.06,1,0,0
689,11/3/2016 2:55,0,4.27,14.46,90.4,16.01,1,0,0
690,11/3/2016 3:00,0,4.27,14.38,90.9,15.84,1,0,0
691,11/3/2016 3:05,0,4.27,14.4,90.5,15.94,1,0,0
692,11/3/2016 3:10,0,4.27,14.42,90.2,16.01,1,0,0
693,11/3/2016 3:15,0,4.27,14.4,90.5,15.94,1,0,0
694,11/3/2016 3:20,0,4.28,14.36,91.1,15.8,1,0,0
695,11/3/2016 3:25,0,4.28,14.35,90.9,15.82,1,0,0
696,11/3/2016 3:30,0,4.28,14.33,90.9,15.8,1,0,0
697,11/3/2016 3:35,0,4.27,14.35,91,15.8,1,0,0
698,11/3/2016 3:40,0,4.27,14.35,90.6,15.87,1,0,0
699,11/3/2016 3:45,0,4.27,14.34,91.1,15.77,1,0,0
700,11/3/2016 3:50,0,4.27,14.32,91.1,15.75,1,0,0
701,11/3/2016 3:55,0,4.27,14.34,91.1,15.77,1,0,0
702,11/3/2016 4:00,0,4.27,14.32,91.4,15.7,1,0,0
703,11/3/2016 4:05,0,4.27,14.28,91.3,15.68,1,0,0
704,11/3/2016 4:10,0,4.27,14.29,91.2,15.7,1,0,0
705,11/3/2016 4:15,0,4.27,14.22,91.9,15.51,1,0,0
706,11/3/2016 4:20,0,4.27,14.16,92.1,15.41,1,0,0
707,11/3/2016 4:25,0,4.27,14.21,92.7,15.37,1,0,0
708,11/3/2016 4:30,0,4.26,14.04,94.1,14.96,1,0,0
709,11/3/2016 4:35,0,4.25,13.97,94.4,14.84,1,0,0
710,11/3/2016 4:40,0,4.25,14.01,94.4,14.89,1,0,0
711,11/3/2016 4:45,0,4.26,14.05,94.5,14.91,1,0,0
712,11/3/2016 4:50,0,4.27,14.04,95,14.82,1,0,0
713,11/3/2016 4:55,0,4.27,14.15,94.5,15.01,1,0,0
714,11/3/2016 5:00,0,4.27,14.08,94.8,14.89,1,0,0
715,11/3/2016 5:05,1.3,4.27,14.17,94.9,14.96,1,0,0
716,11/3/2016 5:10,1.1,4.27,14.17,94.8,14.98,1,0,0
717,11/3/2016 5:15,0,4.27,14.14,95.2,14.89,1,0,0
718,11/3/2016 5:20,0.4,4.27,14.12,95.2,14.86,1,0,0
719,11/3/2016 5:25,0.2,4.27,14.11,95.4,14.82,1,0,0
720,11/3/2016 5:30,0,4.26,14.15,95.5,14.84,1,0,0
721,11/3/2016 5:35,0,4.25,13.98,96.1,14.58,1,0,0
722,11/3/2016 5:40,0,4.25,14.02,96.2,14.6,1,0,0
